	Joe Mixon	Tyreek Hill	Jalen Hurts	Dalton Schultz	Josh Jacobs	Marquise Brown	Chase Claypool	Marvin Jones	Mark Ingram	Rex Burkhead	Gerald Everett	Nico Collins
2238	7.8	6.7	21.8	4.8	3.1	5.7	7.0	6.8	7.7	3.7	12.8	2.5
2239	12.9	36.6	2.6	5.3	8.1	11.6	19.0	10.0	31.5		0.3	2.8
2240	8.6	6.7	18.58	2.1	6.1	11.6	1.7	5.1	4.1	6.9	9.7	6.9
2241	25.5	20.5	6.86	20.0	10.5	4.3	7.0	0.9	2.6		6.3	9.3
2242	9.4	2.2	28.18	5.3	13.4	1.4	9.6	1.4	18.2	6.6	8.0	6.7
2243	6.3	26.1	20.54	2.4	9.5	4.9	7.3	2.4	4.0	5.4	-3.3	2.8
2244	2.7	18.8	16.68	2.1	17.2	0.8	14.8	1.1	15.1	7.9	0.8	2.8
2245	20.9	2.9	21.8	4.8	5.7	4.1	1.9	30.0	23.8	7.9	2.3	4.4
2246	5.1	6.7	22.92		15.0	15.1	5.4	3.5	6.6	11.9	2.7	2.8
2247	9.5	7.6	25.0	1.1	16.0	11.6	4.3	5.1	3.9	6.6	3.6	6.9
2248	13.7	36.6	25.0	8.5	26.3	15.1	17.3	8.0	0.2	1.5	6.0	2.8
2249	9.5	16.8	28.76	7.9	12.8	17.3	1.7	14.8	4.0	4.9	1.6	9.3
2250	2.7	13.4	0.6	1.1	16.1	4.1	13.0	5.4	2.0	10.8	13.6	
2251	7.1	0.2	25.0		2.4	5.3	1.7	3.5	11.3	6.8	4.0	0.9
2252	22.5	7.6	6.86	5.4	14.0	3.5	9.6	7.0	2.7		2.7	
2253	5.1	2.2	12.96	12.6	25.6	15.1	13.0	2.4	9.4	4.3	8.8	0.7
2254	28.3	20.5	37.82	7.9	12.8	3.5	6.7	16.1	4.1	4.5	5.4	2.5
2255	25.5	20.5	11.22	0.4	5.0	5.7	1.7	11.5	16.8	6.6	12.8	2.8
2256	7.9	15.4	0.24	4.5	9.4	4.2	7.3	5.1	2.7	8.5	11.0	2.5
2257	11.1	2.9	16.66	7.9	6.1	4.4	1.7	4.6	1.7	3.1	5.4	6.9
2258	9.4	4.2	6.86	5.3	14.2	4.1	5.4	3.5	2.6		9.7	4.4
2259	19.8	18.8	21.8	3.4	12.7	2.7	14.8	15.6	1.8	6.6	6.3	0.7
2260	5.1	7.6	0.72	20.0	12.9	10.1	9.6	14.8	1.7	12.7	0.7	3.2
2261	6.0	6.5	16.68	1.1	5.0	4.3	6.1	3.5	2.6	1.3		2.5
2262	24.3	2.5	11.22	7.4	14.0	3.7	6.7	3.5	5.3	8.5	1.5	5.5
2263	24.3	13.4	30.78	0.4	15.0	9.8	1.9	4.3	8.1	3.1	3.7	6.9
2264	9.4	15.0	18.62	1.7	9.5	13.4	4.1	14.8	23.8	3.1	6.7	2.5
2265	24.3	4.2	16.68	2.2	3.6	4.1	1.9	8.3	6.4	26.9	1.6	5.5
2266	7.1	12.4	23.54	4.8	17.2	8.6	16.1	15.6	2.4	3.1	0.9	3.2
2267	9.5	2.9	20.54	5.3	12.8	9.9	1.9	7.7	7.7	4.7	8.8	4.4
2268	9.5	7.8		1.4	2.4	2.7	3.8	14.8	2.9	0.9	8.0	4.4
2269	25.5	20.5	11.22	4.5	17.2	4.3	9.4	4.3	16.8	6.6		2.5
2270	23.0	4.7	18.58		7.4	8.2	1.7	8.0	7.1	11.3	2.0	1.4
2271	9.5	0.2	28.18	5.4	6.3	4.1	4.7	2.1	1.7	7.9	2.0	3.2
2272	9.4	15.4	0.24		14.0	11.6	1.7	7.4	31.5	4.5	2.3	6.9
2273	10.0	20.5	12.96	14.2	12.8	13.4	1.7	11.5	2.4	12.7	1.6	5.5
2274	17.5	13.6	0.24	11.8	17.2	16.1	16.1	4.6	1.7	27.8	1.3	2.8
2275	11.9	2.9	0.2	4.5	7.3	16.1	1.7	1.9	16.8	5.4	2.0	3.5
2276	15.1	15.0	28.76		14.0	13.4	1.7	8.3		3.1	9.7	6.7
2277	9.4	6.1	18.58	1.8	17.2	14.0	7.3	4.3	13.4	11.9	0.7	4.4
2278	21.0	7.0		13.2	14.2	5.5	35.6	0.8	20.5	1.3	8.0	0.7
2279	9.5	2.1		4.3	17.4	15.1	1.7	2.4	6.4		8.8	2.5
2280	25.0	15.3		12.6	10.4	0.8	7.3	17.6	2.4		5.4	5.5
2281	6.0	20.8	11.22	7.0	10.4	5.1	4.3	1.1	0.2	26.9		3.2
2282	6.0	7.0	21.8	0.7	9.4	13.4	9.4	13.7	2.6	10.8		5.5
2283	12.9	13.4	16.68	0.4	10.4	16.1	6.7	5.2		5.4	12.8	0.7
2284	6.4	6.7	16.66	2.2	25.6	9.8	4.1	5.5	7.9	3.2	2.3	0.9
2285	9.4	2.2	6.86	5.4	7.4	8.2	1.9	1.4	8.1		3.7	1.4
2286	15.6	16.0	6.86		20.5	6.3	5.4	16.0	3.0	2.6		0.9
2287	9.5	11.0	11.22	1.1	23.3	17.3	1.7	10.3	14.5		2.0	4.4
2288	6.0	0.2	0.24	13.2	6.1	6.3	1.7	10.3	14.5		8.8	4.4
2289	8.6	0.2	20.54	4.5	3.6	4.2	4.1	4.8		0.9	2.8	4.4
2290	7.1	9.1	0.2		6.1	5.1	5.4	8.0	12.4	6.8	2.1	6.9
2291	9.4	2.9	27.64	7.9	14.2	4.2	8.2	11.5	2.9	4.8	12.8	6.7
2292	11.9		22.92	12.8	12.4	2.2	8.2	3.5	1.8	9.2	6.3	6.7
2293	24.3	3.3	2.6		12.8	5.1	1.9	14.8	3.0	4.7	12.8	2.8
2294	6.0	11.5	12.96	3.5	10.4	13.4	5.4	10.3	11.3	5.4	2.3	5.5
2295	10.9	20.5	37.82	14.2	20.4		4.1	4.3	2.9	4.7	-3.3	9.3
2296	8.6	11.0	9.26	12.8	5.0	5.5	9.5	16.0	6.6		6.3	2.8
2297	9.4	8.8	9.26	1.8	2.4	1.3	9.6	14.8	2.6	4.7	6.0	9.3
2298	6.8	0.2	16.66	4.3	12.8	0.8	11.9	1.1	1.8		-3.3	3.2
2299	8.6	4.9	16.68		9.4	0.6	1.7	1.1	11.3	10.8		1.4
2300	9.5	26.1	22.92	11.8	14.2	8.5	19.0	5.2	2.0	4.7	-3.3	1.4
2301	11.2	11.5	0.72	14.2	9.5	6.3	9.6	30.0	2.4	0.5	0.7	6.9
2302	7.8	2.5	12.96	11.8	17.4	14.0	1.7	3.5	13.4	26.9	8.8	
2303	21.1	20.5	0.5	7.9	20.9	13.8	1.9	4.3	13.7	4.7	0.7	
2304	5.1	1.9	16.66	4.8	20.9	2.7	16.1	14.8	0.2	4.7	9.7	9.3
2305	23.0	11.5	16.68	11.8	14.0	16.1	13.0	1.1	2.0	12.7	6.0	6.9
2306	24.6	2.1	18.62	12.6	10.4	5.7	2.4	1.1	8.1	26.9	2.4	6.7
2307	6.5	16.8	21.8		8.1	5.5	8.2	1.4	4.2	3.2	6.3	1.4
2308	6.0	6.7	9.26		10.4	3.5	19.0	1.4	16.8	12.7	2.0	2.8
2309	25.5	15.3	0.6	4.4	12.8	17.3	1.7	2.1	22.7	6.6	2.1	4.4
2310	5.1	5.0	23.54	4.8	10.4	5.1	13.0	0.9	1.8	18.6	9.0	6.9
2311	9.4	7.6	23.54	4.4	9.5	15.1		13.7	21.5	5.4	-3.3	0.7
2312	5.1	26.1	19.28	0.4	24.0	9.9	6.1	3.5	9.3	4.9	2.3	6.7
2313	9.4	2.9	21.8	7.9	14.2	5.1	6.7	8.3	2.8	4.7	5.4	4.4
2314	21.0	8.7	22.92	7.9	6.3	4.2	16.1	3.5	1.8	6.9	8.0	0.9
2315	23.0	8.8	0.36	1.8	5.7	5.3	5.4	11.5	16.8	12.9	4.4	4.4
2316	9.4	2.2		14.2	6.9	9.8	6.7	1.4	2.6	4.7	2.7	6.7
2317	2.7	3.3	1.8	7.9	12.8	2.7	8.2	4.3	2.0	12.7	1.5	5.5
2318	5.1	2.1	22.92	5.3	20.5	15.1	5.4	5.2	22.7		0.9	5.5
2319	12.7	13.6	18.58	14.1	20.5	11.0	17.3	3.8	2.9	1.4		6.9
2320	6.0	6.5	1.8		17.2	2.7	13.0	4.8	3.0	4.5	12.8	5.5
2321	7.9	15.4	30.78	11.8	3.6	4.3	19.0	17.6	2.6		0.2	5.5
2322	12.9	3.3	0.6	3.5	9.4	15.1	1.5	6.0	4.3	27.8	12.8	2.5
2323	15.4	2.2	18.58		10.4	3.7	1.5	1.4	0.2	5.0	2.1	0.9
2324	21.0	9.1	11.22		12.8	5.1	8.2	11.5	4.1	1.3	1.3	1.4
2325	8.6	13.6	2.6		14.2	9.8	9.4	7.4	2.6	3.1	0.2	3.2
2326	28.3	13.6	25.0	0.7	10.4	14.0	6.1	9.0	6.4		0.3	2.8
2327	15.6	26.1	11.22	12.6	10.4		1.7	3.5	13.4	4.7	0.9	6.7
2328	24.6	10.6	0.5	5.4	14.2	5.1	16.1	16.0	13.7		3.7	4.4
2329	21.1	9.1	0.5	14.1	3.1	3.7	9.5	11.5	1.8	3.2	3.2	0.7
2330	21.3	11.5	11.22	2.4	24.0	2.7	1.9	1.4	1.8	3.1	0.6	2.8
2331	11.9	7.8	37.82	14.2	7.4	1.5	7.0	3.5	2.0	18.6	0.7	3.2
2332	29.6	15.4	21.8	4.5	20.5	16.1	1.7	4.3	16.8	0.9	2.4	9.3
2333	19.8	9.1	28.18	5.3	14.2	2.7	17.3	3.5	9.2	1.4	2.5	3.2
2334	9.4	6.5	23.54	12.6	12.7	24.5	9.4	15.6	2.0	4.7	3.7	3.2
2335	12.7	3.3	0.2	5.4	6.1	13.4	1.5	30.0	1.6	1.5	6.0	0.9
2336	6.8	3.3	16.68	20.0	15.0	4.2	6.7	4.8	4.0		6.3	6.9
2337	6.0	7.6	30.78	0.4	3.6	14.5	1.7	4.6	22.2	26.9	0.2	3.5
2338	5.1	4.7	0.36		5.0	4.8		17.2	13.4	26.9		0.9
2339	12.7	3.3	2.6	1.8	9.5	2.7	1.9	11.5	9.4	1.5	0.9	9.3
2340	9.4	7.0	27.64	2.3	9.9	13.4	5.4	17.2		1.4	2.7	4.4
2341	9.4	4.2	21.8		2.4	14.0	9.4	0.9	2.7	9.2	0.3	2.8
2342	23.0	4.2	16.68	12.6	12.7	8.5	35.6	16.0	16.8	7.9	0.7	4.4
2343	6.0	26.1	18.58	4.4	12.4	16.1	9.5	2.5	8.1	26.9	12.8	2.8
2344	12.7	23.1	11.22	1.4	14.2	3.5	6.1	3.5	1.7	4.7	8.8	5.5
2345	11.9	0.2	16.66	20.0	12.4	0.6	6.7	17.6	1.8	0.9	6.3	0.7
2346	7.7	10.6	2.6	4.3	12.9	8.5	35.6	11.5	6.2	7.9	2.7	
2347	23.0	20.8		12.6	20.9	15.1	7.0	1.1	3.9	3.1	3.7	9.3
2348	10.7	36.6	21.8	12.8	12.8	10.1	3.8	7.0	7.7	7.7	2.7	4.4
2349	15.4	13.6	23.54	0.6	12.8	10.1	6.1	17.2	2.6	4.8	2.7	3.2
2350	6.0	15.4	23.54	2.4	12.9	1.3	6.7	6.2	21.5		12.8	0.7
2351	7.9	6.1	6.86		9.4	4.1	19.0	2.5	9.4		0.2	4.4
2352	12.7	44.9	23.54	4.3	12.7	16.1	13.0	13.7	3.9	26.9	3.7	0.9
2353	7.1	2.9	21.8	1.1	10.4	4.3	6.7	4.8	6.4		6.3	3.5
2354	8.7	26.1	21.8	20.0	14.2	4.1	11.9	14.8	10.9	0.5	2.3	3.5
2355	21.3	2.2	12.96	5.4	24.0	11.0	4.8	5.1	2.9		0.3	4.4
2356	13.7	15.3	1.8	1.4	12.7	3.5	14.8	3.5	9.3	4.9	3.2	9.3
2357	7.1	4.2	27.64	14.1	9.4	1.3	1.7	14.8	2.6	7.9		1.4
2358	9.5	36.6	25.0		16.0	24.5	7.0	4.6	9.4	4.5	0.7	2.5
2359	9.4	6.7	20.54	4.3	7.4	3.5	35.6	8.0	8.1	0.9	2.7	
2360	6.5	10.8	30.78	7.9	5.7	4.4	9.4	6.2	1.8	6.6	0.3	6.7
2361	12.7	11.0	0.6	0.4	13.4	0.8	1.7	1.9	9.3	5.0	9.7	0.7
2362	25.0	7.6	22.92	3.5	20.5	2.7	19.0	2.9	31.1	5.9	12.8	6.9
2363	4.2	7.8	21.8		5.0	3.5	1.9	1.1	2.7	6.6	2.0	2.8
2364	13.0	8.8	11.22	4.4	6.3	5.5	8.2	3.5	6.4	6.6	0.3	4.4
2365	6.3	24.1	1.8	3.5	6.3	5.5	5.2	4.6	1.8	0.5	8.0	2.5
2366	8.7	15.0	23.54	1.4	20.5	14.0	5.4	0.9	17.0	11.9	9.0	5.5
2367	9.4	7.6	19.28		3.1	5.5	6.7	3.5	6.6	7.9		0.7
2368	7.9	36.6	19.28	2.2	20.4	5.5	7.0	5.5	2.9	0.6	4.0	9.3
2369	9.5	4.2	11.22	1.4	10.8	1.3	14.1	7.7	6.4	5.4	3.6	2.5
2370	1.7	8.7	23.54	0.4	14.2	24.5	8.2	3.5	5.3	5.4	0.2	0.7
2371	13.7	18.8	23.54	1.8	9.5	3.5	7.3	13.7	2.8	12.7	1.5	3.5
2372	9.4	4.7	21.8	11.8	6.3	5.5	9.4	8.0	4.1		0.3	9.3
2373	28.3	5.4	16.68	12.7	16.0		14.8	8.3	2.0		2.7	2.5
2374	36.1	2.2	11.22		20.5	5.5	7.0	1.1	4.0	8.5	0.2	0.9
2375	24.6	20.8	27.64	11.8	9.5	14.5	4.8	1.9	7.9		2.8	
2376	9.5	8.5	0.72	3.4	5.7	16.2	1.9	4.8	15.1	0.9	0.3	4.4
2377	4.1	36.6	6.86	1.1	2.4	0.8	35.6	1.4	21.5	0.5	3.7	5.5
2378	25.5	12.4	9.26		9.4	14.0	9.6	4.3	20.5	5.0	3.6	2.8
2379	5.1	16.0	0.2	1.2	10.4	2.7	8.2	5.1	16.8	9.2	0.7	2.8
2380	25.8	20.0		12.6	12.4	5.3	4.1	14.8	15.1	2.6	8.0	0.7
2381	25.5	5.6	37.82	12.6	10.4	4.3	1.5	30.0	4.0		6.3	1.4
2382	25.5	7.2	25.0	11.8	16.0	4.4	5.4	2.5	6.4	0.9	8.8	9.3
2383	7.3	11.0	28.18		3.6	6.3	19.0	5.5	3.9	4.7	0.7	0.7
2384	6.5	4.2	0.36	1.1	16.1	3.5		7.4	4.1	1.3	2.3	2.8
2385	29.6	4.2	16.66	4.3	15.0	10.1	14.8	4.8	6.2	3.1	5.4	4.4
2386	7.9	36.6	27.64	1.4	9.4	5.3	4.1	7.4	3.0	3.4	0.3	6.7
2387	24.3	20.8	18.58	4.3	9.4	9.8	8.2	2.1	4.0	4.7	5.2	0.7
2388	1.7	11.5	11.22		10.9	4.3	17.3	5.1	2.0	3.2	-3.3	5.5
2389	1.7	6.5	25.0	1.1	31.9	0.1	1.9	17.6	9.7	6.6		4.4
2390	6.3	8.1	16.66	12.7	14.2	14.0	16.1	14.8	4.0	8.5		9.3
2391	6.4	12.4	6.86	11.8	5.7	4.4	8.2	14.8	3.0	4.9	13.6	3.2
2392	7.9	20.8		4.8	16.0	16.2	4.3	1.4	2.9	6.6	9.0	0.7
2393	12.7	13.6	28.18	14.1	6.3	4.1	3.8	23.7	4.0	4.1	2.0	6.9
2394	7.1	8.8	0.2	20.0	16.0	11.6	1.7	5.6	14.5		1.5	6.7
2395	9.4	6.5	23.54		17.2	6.3	9.6	7.4	16.8	0.9	9.7	6.7
2396	9.4	7.8	0.36		8.1	5.7	7.3	22.7	1.8	0.9	0.7	6.9
2397	9.4	20.0	2.6	0.4	20.5	17.3	5.4	8.3	3.9	6.6	5.2	2.8
2398	25.5	15.4	21.8	4.5	2.4	14.5	16.1	3.5	8.1	0.6	11.0	6.9
2399	9.5	16.0	30.78	11.8	6.1	2.3	13.0	2.4	7.1	4.0	3.6	0.7
2400	25.5		25.0	4.3	20.9	4.4	1.7	2.4	2.4	0.5	8.0	9.3
2401	6.0	3.3	25.0	13.2	9.5	4.4	4.7	11.5	11.3	27.8		9.3
2402	6.0	15.4	20.54	4.8	16.1	11.0	9.5	7.4	20.5	7.9	3.6	4.4
2403	4.1	15.4	23.54	4.4	7.4	0.6	4.3	3.5	14.5	4.7	8.8	0.9
2404	21.3	13.6	18.58	7.4	15.0	5.1	1.9	4.6	4.1	1.3	3.7	6.9
2405	21.1	11.0	0.24	2.3	23.3	3.7	35.6	15.6	6.2	6.6	8.8	2.8
2406	11.9	13.6	0.6	12.8	6.3	3.5	8.2	2.5	8.1	5.0	0.3	2.8
2407	3.9	15.0	12.96		16.1	4.4	6.1	3.5	9.2	2.6	1.6	9.3
2408	7.1	16.8	22.92		14.0	5.7	6.1	16.0	2.9	3.1	2.0	2.5
2409	21.3	11.0	6.86	0.4	3.1		4.3	7.4	4.2	4.5	12.8	3.2
2410	21.0	13.6	16.66		16.0	5.1	14.8	7.7	4.0		6.3	4.4
2411	10.9	11.4	20.54	12.6	24.0	5.3	35.6	5.1	6.4	6.6	6.0	0.9
2412	12.7	16.8	2.6		14.2	8.6	6.7	6.6	10.9	1.4	5.4	0.9
2413	7.8	26.1	1.8	8.5	26.3	5.7	2.4	4.3	2.9	0.6		0.9
2414	6.8	24.1	0.6	2.4	10.9	8.2	5.2	1.1	22.2	5.4	0.7	2.8
2415	6.0	2.1	2.6	4.4	9.9	11.6	6.7	1.1	4.1	18.6	4.0	0.9
2416	15.5	3.3	0.24	4.4	17.2	5.5	35.6	15.6	2.0	4.8	3.6	0.9
2417	25.5	6.7		1.1	17.2	15.1	19.0	6.2	2.0	5.4	2.0	2.8
2418	5.1	4.1	0.24	2.1	3.6	8.2	9.5	12.8	2.0	13.7	16.9	5.5
2419	2.7	3.3	21.8		3.6	5.5	4.8	3.5	1.7	1.4	0.9	2.5
2420	7.3	8.7	16.66	1.1	15.0	8.6	5.4	6.0	13.7		10.4	9.3
2421	16.3	0.2	20.54	14.1	16.1	6.3	6.7	7.4	10.9		9.0	2.8
2422	7.3	26.1	11.22		14.2	13.4	6.1	4.3	7.1	26.9	4.0	9.3
2423	6.0	4.7	12.96	11.8	15.0	4.2	9.4	3.5	2.7	7.9	5.4	2.5
2424	16.3	2.9	25.0	1.2	20.4	14.0	4.7	2.1	5.3	6.6	3.7	1.4
2425	6.0	5.1	16.66	1.1	6.1	0.1	9.5	5.5	1.7	5.4	9.0	9.3
2426	23.0	2.5	18.58	0.4	4.4	5.5	13.0	5.4	20.5	1.4	0.2	0.9
2427	6.8	1.9		2.3	5.0	2.2	4.3	2.1	1.8		2.3	2.8
2428	29.6	3.3	20.54	12.6	17.2	5.5	6.7	16.0	0.2	27.8	1.5	2.8
2429	15.1	2.5	16.66	7.9	3.6	11.6	14.8	6.6	31.5	4.7	3.4	0.7
2430	3.9	0.2	25.0	13.2	5.0	1.4	2.4	13.7	22.7	6.6	9.7	2.8
2431	9.4	2.9	18.58	0.4	5.7	9.9	2.4	4.8	2.9	0.6		0.7
2432	8.6	2.5	28.18	8.5	16.0	11.6	9.6	3.5	4.0	0.5	0.7	1.4
2433	8.6	16.2	28.18		6.1	5.7	6.7	1.4	14.5	18.6	6.0	3.5
2434	25.5	26.1	11.22	3.7	5.0	4.3	14.8	5.2	22.7	11.9	8.0	5.5
2435	13.7	7.6	22.92	7.4	12.4	13.4	4.3	5.6	8.1	0.9	3.7	2.8
2436	7.1	11.4		3.5	5.7	24.5	9.4	1.4	10.9	6.6	2.2	2.8
2437	6.4	4.2	20.54	5.4	14.0		4.1	1.1	25.0	26.9	2.0	3.2
2438	21.1	13.6		4.8	3.6	24.5	9.6	16.0	8.1	6.6	1.3	6.9
2439	21.1	2.9		5.4	14.0	1.5	1.9	7.0	12.6	6.6	2.0	6.9
2440	9.4	15.3	22.92	1.8	15.0	3.7	9.6	4.6	2.7	6.6	6.3	6.7
2441	29.6	8.8	11.22	3.5	16.0	11.6	8.2	1.4	2.4	4.8		0.7
2442	6.8	6.7	23.54	2.2	3.6	4.3	4.7	15.9	5.3	10.8	2.7	1.4
2443	24.3	2.1	30.78	0.6	5.7	14.0	9.5	4.6	9.3	10.8	6.8	2.8
2444	28.3	1.9	1.8	4.8	9.5	3.5	1.7	5.2	2.4	12.9	0.7	9.3
2445	7.1	16.0	21.8	3.5	13.4	4.2	16.1	17.2	1.7	7.9	8.8	6.7
2446	9.5	7.2	12.96	7.0	3.6	5.3	5.4	2.9	4.1	4.0	5.4	1.4
2447	6.0	11.0	18.58	4.5	17.4	4.3	8.2	5.6	14.5	4.7	0.3	2.5
2448	8.6	11.5	16.68	5.4	6.3	4.1	5.4	1.9	2.9	0.9	2.4	5.5
2449	6.8	22.0	23.54	12.8	16.0	3.5	5.2	14.8	13.7	0.9		5.5
2450	13.0	13.6	16.28	14.1	7.4	4.1	1.7	2.5	22.7	10.8		2.8
2451	16.3	2.9	28.18	5.4	14.2	4.1	1.7	1.4	2.7	4.5	10.4	2.8
2452	25.8	4.7	30.78	0.4	7.4	26.7	11.9	15.9	5.3	6.6	1.5	6.7
2453	25.5	22.0		12.7	3.1	1.4	4.1	2.4	13.7	26.9	0.3	6.9
2454	7.1	5.6		0.6	6.9	8.2	6.7	1.7	12.4	6.6	6.0	9.3
2455	1.7	7.2	0.24	1.8	10.8	2.3	4.7	1.1	2.4	6.6	6.0	0.9
2456	23.0	10.6	6.86	7.9	9.5	4.2	17.3	14.1	9.3			3.5
2457	7.1	44.9		5.4	5.0	8.5	4.1	14.8	10.9	4.1	2.8	0.7
2458	9.4	21.8	0.2	5.3	3.6	17.3	1.7	7.0	7.9	1.5	12.8	3.2
2459	6.3	10.8	9.26	4.3	9.4	4.2	8.2	8.3	6.4	0.5	3.7	2.5
2460	10.9	3.3	37.82	1.1	3.6	11.6	7.0	16.0	10.3	5.4	2.3	0.7
2461	21.3	26.1	0.36	11.8	6.9	15.1	14.1	11.5	2.0			2.5
2462	21.1	7.8		5.3	24.0	4.4	5.2	11.5	7.1	1.2	3.4	2.5
2463	7.1	2.1	16.28	11.8	20.9	14.0	5.4	6.2	7.7	6.6	0.3	3.2
2464	11.9	4.9		7.9	6.1	4.1	4.3	11.5	7.1		3.2	
2465	21.1	4.2	28.76	1.1	23.3	4.4	35.6	10.3	4.1	0.6	3.7	5.5
2466	6.4	20.8	18.58	5.3	12.8	17.3	7.3	5.1	6.6	18.6		1.4
2467	12.7	4.7	16.68		5.7	11.0	1.9	3.5	3.0	0.6	3.2	3.5
2468	20.9	20.8	22.92	5.4	14.2	0.8	14.8	16.0	5.7	0.5	9.0	3.2
2469	9.4	12.4	1.8	14.1	10.4	17.3	17.3	16.1	13.7	6.8	0.3	0.9
2470	21.1	26.1	0.36	1.8	17.2	26.7	4.8	5.2	2.0	4.5	5.4	6.7
2471	28.3	21.8	23.54	20.0	10.4	14.0	4.7	17.6	9.7		9.7	0.9
2472	8.6	7.0	0.36	1.4	3.1	3.8	35.6	5.1	7.9		16.9	3.5
2473	12.7	9.1	30.78	12.6	2.4	13.4	13.0	2.5	0.2	4.0	3.2	6.9
2474	7.1	6.5	1.8	14.1	10.9	0.1	9.5	7.4	9.3	26.9	5.2	1.4
2475	8.6	15.3	0.36	1.4	12.4	9.8	1.9	14.8	14.5	26.9	3.6	2.8
2476	1.7	5.1	21.8	3.5	3.6	13.4	8.2	7.7	6.2		8.8	6.7
2477	23.0	2.9	19.28	12.6	31.9	8.5	1.5	11.5	22.7	6.6	8.8	3.2
2478	21.3	2.9	30.78	7.4	6.1	5.5	4.8	4.6	4.1	6.6	1.3	6.9
2479	5.1	36.6	6.86	20.0	10.9	4.4	6.1	5.2	5.7	0.6	5.4	9.3
2480	3.9	16.0	28.18	11.8	5.7	5.5	19.0	15.9	1.7	6.6	6.8	
2481	7.1	8.8	16.66	11.8	17.2	5.1	2.4	18.6	8.1	3.2	8.8	0.9
2482	8.6	3.3	21.8		14.2	4.4	4.3	14.8	2.6	7.9	1.5	0.7
2483	11.9	3.3	2.6	7.0	9.5	3.5	4.1	11.4	4.0		5.2	6.7
2484	9.5	7.8	28.76	1.4	6.9	9.8	6.7	17.6	5.3	13.7	0.3	0.9
2485	8.6	2.5	18.62		12.9	2.7	16.1	13.7	1.8	4.7	8.8	6.9
2486	7.9	44.9	12.96	14.1	31.9	4.8	4.3	6.6	2.6		0.3	4.4
2487	10.9	11.5	16.66	1.4	17.2	0.8	14.1	1.4	6.4	4.7	6.0	4.4
2488	8.7	15.4		12.6	17.4	4.4	1.9	16.0	2.9	8.5	4.0	2.8
2489	6.4	4.2		5.3	12.7	2.2	3.8	16.0	6.4	4.5	-3.3	5.5
2490	24.3	20.5	12.96	2.4	25.6	3.7	2.4	2.1	9.3	18.6	2.0	2.8
2491	12.7	7.2			6.3	2.7	3.8	3.5	2.0	4.1	4.4	2.5
2492	1.7	44.9	18.62	4.5	6.3		14.1	3.5	2.4	10.8	1.6	3.2
2493	24.3	7.6	25.0		10.4	3.8	35.6	7.4	4.1	5.4	2.7	5.5
2494	11.2	8.8	0.2	5.3	15.0	3.7	13.0	2.1	13.7	4.5	12.8	0.9
2495	5.1	2.2	11.22	0.4	9.4	4.1	4.3	2.5	2.9	12.7	2.0	6.7
2496	13.0	20.8	11.22	4.8	7.4	8.6	11.9	30.0	1.7	0.9	-3.3	2.8
2497	3.9	23.6	23.54		14.2	5.5	14.8	14.8	1.6		13.6	3.5
2498	7.3	13.6	0.24	0.4	15.0	4.3	1.9	14.8	2.6	10.8	12.8	3.5
2499	7.9	22.0	0.5	7.9	5.7	9.9	1.7	8.0	23.8	0.5	0.3	2.5
2500	36.1	8.7	22.92	1.1	20.4	4.3	6.7	3.5	6.2		5.2	0.7
2501	7.3	15.3	18.62	12.8	14.0	8.2	35.6	4.3	13.4	12.9	13.6	0.9
2502	9.5	6.1	0.24	1.8	10.4	4.9	5.4	17.2	1.7	3.2		6.7
2503	6.4	15.3	25.0	11.8	3.6	13.4	9.5	7.7	2.6		3.7	5.5
2504	8.6	23.1	0.6	7.9	14.0	16.2	16.1	18.6	9.3		8.8	6.9
2505	7.3	26.1	16.66	0.4	17.4	5.1	4.8	5.2	2.9	2.6	5.4	4.4
2506	25.5	21.8	0.72		6.1	24.5	17.3	11.5	2.4	18.6	12.8	3.5
2507	9.4	7.0	16.66	14.2	20.4	5.5	6.1	5.1	2.0	1.5	6.7	3.2
2508	9.4	13.6	28.18	7.9	14.0	13.4	5.4	30.0	2.0	0.6	8.8	0.9
2509	13.0	5.6	12.96	4.3	12.8	2.3	6.7	1.4	2.9	1.2	12.8	2.8
2510	6.3	11.5	22.92		5.7	13.8	4.3	2.5	3.9	7.9	8.8	1.4
2511	19.8	2.1	23.54	4.3	6.3	10.5	3.8	23.7	3.0		2.8	3.2
2512	9.5	20.8	28.76	1.4	16.0	24.5	6.1	3.5	2.8	1.5	6.3	2.5
2513	3.9	13.6	28.18	11.8	5.0	24.5	4.7	1.4	1.7	26.9	4.4	1.4
2514	7.3	10.6	28.76	7.9	12.8	26.7	1.7	11.5		0.5	8.8	0.7
2515	5.1	20.5	30.78	2.1	26.3	15.1	11.9	4.8	6.4		9.7	5.5
2516	25.8	6.1	6.86	11.8	17.4		4.1	2.1	10.9	4.9	0.9	0.9
2517	28.3	26.1	28.76	4.5	17.2	10.5	1.9	17.2	22.7	7.9	-3.3	0.9
2518	25.0	2.5	25.0	1.1	3.6	6.3	9.6	6.2	2.0		5.4	0.7
2519	9.4	7.0	16.68	12.7	10.8	13.4	13.0	2.4	3.9		2.3	0.7
2520	9.4	15.3	9.26	3.5	31.9	5.3	5.4	11.5	8.1			3.5
2521	9.4	13.6	18.62	5.4	3.6	4.1	6.1	5.2	16.8	26.9	9.7	3.5
